"","word","year","count","appear","topic","all_ps_words","all_ps_articles","ps_word_rate","ps_appear_rate","ps_topic_rate","t20_count","t20_appear","t20_topic","t20_articles","t20_words","t20_word_rate","t20_appear_rate","t20_topic_rate"
"110","abandoned",2009,18,15,0,1001479,121,0.0179734173157899,0.12396694214876,0,97,72,0,833,7984217,0.0121489683960243,0.0864345738295318,0
"111","abandoned",2010,18,14,0,1000539,128,0.0179903032265609,0.109375,0,98,81,0,849,7940206,0.0123422490549993,0.0954063604240283,0
"112","abandoned",2011,1,1,0,1015351,119,0.000984881090381553,0.00840336134453781,0,103,70,0,871,8073448,0.0127578699955707,0.0803673938002296,0
"113","abandoned",2012,12,8,0,1085446,137,0.0110553634174339,0.0583941605839416,0,81,66,0,871,8001047,0.010123675064026,0.0757749712973594,0
"114","abandoned",2013,25,21,0,2112565,262,0.0118339554049225,0.0801526717557252,0,128,81,1,1032,9781448,0.0130859970834584,0.0784883720930233,0.000968992248062015
"115","abandoned",2014,12,10,0,1528605,182,0.00785029487670131,0.0549450549450549,0,97,72,0,932,9101408,0.0106576916450729,0.0772532188841202,0
"116","abandoned",2015,15,12,0,1593507,190,0.00941319994201469,0.0631578947368421,0,104,67,1,882,8260930,0.0125893815829453,0.0759637188208617,0.00113378684807256
"117","abandoned",2016,20,12,0,1567636,178,0.0127580637341832,0.0674157303370786,0,78,62,0,803,8476762,0.00920162675323431,0.0772104607721046,0
"118","abandoned",2017,19,13,0,1416479,170,0.0134135416056292,0.0764705882352941,0,67,56,0,781,8065233,0.00830726155090622,0.0717029449423816,0
"119","abandoned",2018,15,13,0,1461326,155,0.0102646500507074,0.0838709677419355,0,89,68,0,825,8597866,0.0103514058023235,0.0824242424242424,0
"120","abandoned",2019,10,8,0,1504713,156,0.00664578560828543,0.0512820512820513,0,85,58,0,801,8433336,0.0100790481963484,0.0724094881398252,0
"121","abandoning",1980,1,1,0,321690,85,0.0031085827971028,0.0117647058823529,0,41,38,0,636,4201959,0.00975735365337929,0.059748427672956,0
"122","abandoning",1981,1,1,0,309091,59,0.00323529316609025,0.0169491525423729,0,39,30,0,649,4426794,0.008809987544033,0.0462249614791988,0
"123","abandoning",1982,5,5,0,301023,58,0.0166100264763822,0.0862068965517241,0,54,44,0,646,4499297,0.012001874959577,0.0681114551083591,0
"124","abandoning",1983,3,3,0,314221,59,0.00954742044611913,0.0508474576271186,0,38,36,0,664,4488869,0.00846538404217187,0.0542168674698795,0
"125","abandoning",1984,7,3,0,326329,58,0.0214507444940535,0.0517241379310345,0,38,27,0,623,4487044,0.00846882713875772,0.043338683788122,0
"126","abandoning",1985,7,5,0,322773,59,0.0216870680013508,0.0847457627118644,0,55,47,0,672,4793402,0.0114741054474463,0.0699404761904762,0
"127","abandoning",1986,2,1,0,321383,52,0.00622310452015197,0.0192307692307692,0,65,49,0,661,4872850,0.0133392162697395,0.0741301059001513,0
"128","abandoning",1987,5,4,0,315429,47,0.0158514277380964,0.0851063829787234,0,47,33,0,643,4728494,0.00993973979876045,0.0513219284603421,0
"129","abandoning",1988,8,7,0,303362,47,0.0263711341565522,0.148936170212766,0,62,44,0,613,4657976,0.0133105022438931,0.0717781402936378,0
"130","abandoning",1989,3,3,0,342301,60,0.0087642162891724,0.05,0,60,46,0,623,4915529,0.012206214224349,0.0738362760834671,0
"131","abandoning",1990,6,6,0,328839,53,0.0182460109658526,0.113207547169811,0,66,51,0,583,4772542,0.0138291082613836,0.0874785591766724,0
"132","abandoning",1991,10,8,0,461067,75,0.0216888217981335,0.106666666666667,0,60,52,0,655,5099321,0.0117662724115622,0.0793893129770992,0
"133","abandoning",1992,17,9,0,477662,70,0.035590019721058,0.128571428571429,0,74,50,0,593,5088630,0.0145422245280164,0.0843170320404722,0
"134","abandoning",1993,9,6,0,460826,66,0.0195301480385221,0.0909090909090909,0,61,47,0,624,5170361,0.0117980156511315,0.0753205128205128,0
"135","abandoning",1994,3,3,0,462952,68,0.0064801534500337,0.0441176470588235,0,61,43,0,645,5424220,0.0112458565471165,0.0666666666666667,0
"136","abandoning",1995,5,5,0,460327,60,0.0108618438631668,0.0833333333333333,0,69,52,0,600,5414433,0.0127437166550957,0.0866666666666667,0
"137","abandoning",1996,11,8,0,474983,61,0.0231587235753701,0.131147540983607,0,56,43,0,631,5414388,0.0103428125210088,0.0681458003169572,0
"138","abandoning",1997,9,8,0,422701,54,0.021291645867883,0.148148148148148,0,68,55,0,620,5298755,0.0128332032713345,0.0887096774193548,0
"139","abandoning",1998,7,7,0,496499,70,0.0140987192320629,0.1,0,82,61,0,657,5663788,0.0144779430303535,0.0928462709284627,0
"140","abandoning",1999,11,9,0,483828,66,0.0227353522326116,0.136363636363636,0,80,63,0,634,5609154,0.0142624003548485,0.0993690851735016,0
"141","abandoning",2000,6,6,0,628301,74,0.00954956302791178,0.0810810810810811,0,62,43,0,667,5897962,0.0105121057070222,0.0644677661169415,0
"142","abandoning",2001,6,4,0,570869,71,0.0105102922036404,0.0563380281690141,0,87,54,1,644,5900030,0.0147456877337912,0.0838509316770186,0.0015527950310559
"143","abandoning",2002,7,6,0,518138,78,0.013509914347143,0.0769230769230769,0,69,49,0,654,5471717,0.0126103013003048,0.0749235474006116,0
"144","abandoning",2003,6,5,0,480102,56,0.0124973443143332,0.0892857142857143,0,77,63,0,725,6464428,0.0119113400288471,0.0868965517241379,0
"145","abandoning",2004,4,4,0,583026,63,0.00686075749623516,0.0634920634920635,0,48,43,0,663,6302167,0.00761642780967245,0.0648567119155355,0
"146","abandoning",2005,8,4,0,524163,65,0.0152624279088757,0.0615384615384615,0,79,49,1,714,6673373,0.0118380914718839,0.0686274509803922,0.00140056022408964
"147","abandoning",2006,28,11,1,978999,114,0.0286006420844148,0.0964912280701754,0.0087719298245614,106,63,1,788,7393250,0.014337402360261,0.0799492385786802,0.00126903553299492
"148","abandoning",2007,11,10,0,863664,105,0.0127364345393579,0.0952380952380952,0,82,63,0,782,7418460,0.0110535070621126,0.0805626598465473,0
"149","abandoning",2008,11,9,0,992529,121,0.0110827995957801,0.0743801652892562,0,59,50,0,796,7565287,0.00779877881698341,0.0628140703517588,0
"150","abandoning",2009,22,14,0,1001479,121,0.0219675100526322,0.115702479338843,0,97,77,0,833,7984217,0.0121489683960243,0.092436974789916,0
"151","abandoning",2010,17,14,0,1000539,128,0.0169908419361964,0.109375,0,82,62,0,849,7940206,0.0103271879847954,0.0730270906949352,0
"152","abandoning",2011,5,4,0,1015351,119,0.00492440545190776,0.0336134453781513,0,72,56,0,871,8073448,0.00891812271535037,0.0642939150401837,0
"153","abandoning",2012,20,8,1,1085446,137,0.0184256056957232,0.0583941605839416,0.0072992700729927,82,62,1,871,8001047,0.0102486587067917,0.0711825487944891,0.00114810562571757
"154","abandoning",2013,42,21,1,2112565,262,0.0198810450802697,0.0801526717557252,0.00381679389312977,119,76,1,1032,9781448,0.0121658879135277,0.0736434108527132,0.000968992248062015
"155","abandoning",2014,20,17,0,1528605,182,0.0130838247945022,0.0934065934065934,0,108,83,0,932,9101408,0.0118662958522462,0.0890557939914163,0
"156","abandoning",2015,20,14,0,1593507,190,0.0125509332560196,0.0736842105263158,0,86,57,1,882,8260930,0.0104104501551278,0.0646258503401361,0.00113378684807256
"157","abandoning",2016,30,20,0,1567636,178,0.0191370956012748,0.112359550561798,0,123,68,1,803,8476762,0.014510257572408,0.0846824408468244,0.0012453300124533
"158","abandoning",2017,16,9,0,1416479,170,0.0112956139836877,0.0529411764705882,0,73,56,0,781,8065233,0.00905119542113662,0.0717029449423816,0
"159","abandoning",2018,23,15,0,1461326,155,0.0157391300777513,0.0967741935483871,0,115,84,0,825,8597866,0.0133754119917663,0.101818181818182,0
"160","abandoning",2019,18,12,0,1504713,156,0.0119624140949138,0.0769230769230769,0,114,67,1,801,8433336,0.0135177822868673,0.083645443196005,0.00124843945068664
"161","abandonment",1980,3,2,0,321690,85,0.0093257483913084,0.0235294117647059,0,26,19,0,636,4201959,0.00618759012165516,0.029874213836478,0
"162","abandonment",1981,1,1,0,309091,59,0.00323529316609025,0.0169491525423729,0,25,23,0,649,4426794,0.00564742791284166,0.0354391371340524,0
"163","abandonment",1982,0,0,0,301023,58,0,0,0,45,34,0,646,4499297,0.0100015624663142,0.0526315789473684,0
"164","abandonment",1983,3,3,0,314221,59,0.00954742044611913,0.0508474576271186,0,23,18,0,664,4488869,0.00512378507815666,0.0271084337349398,0
"165","abandonment",1984,0,0,0,326329,58,0,0,0,22,19,0,623,4487044,0.00490300518559658,0.0304975922953451,0
"166","abandonment",1985,0,0,0,322773,59,0,0,0,27,22,0,672,4793402,0.00563274267420091,0.0327380952380952,0
"167","abandonment",1986,3,3,0,321383,52,0.00933465678022795,0.0576923076923077,0,34,25,0,661,4872850,0.00697743620263296,0.037821482602118,0
"168","abandonment",1987,2,2,0,315429,47,0.00634057109523855,0.0425531914893617,0,31,19,0,643,4728494,0.00655599859067179,0.0295489891135303,0
"169","abandonment",1988,8,2,0,303362,47,0.0263711341565522,0.0425531914893617,0,38,24,0,613,4657976,0.00815804976238607,0.0391517128874388,0
"170","abandonment",1989,1,1,0,342301,60,0.00292140542972413,0.0166666666666667,0,22,20,0,623,4915529,0.0044756118822613,0.0321027287319422,0
"171","abandonment",1990,3,2,0,328839,53,0.0091230054829263,0.0377358490566038,0,30,26,0,583,4772542,0.00628595830062889,0.0445969125214408,0
"172","abandonment",1991,4,4,0,461067,75,0.00867552871925338,0.0533333333333333,0,29,24,0,655,5099321,0.00568703166558842,0.0366412213740458,0
"173","abandonment",1992,5,3,0,477662,70,0.0104676528591347,0.0428571428571429,0,37,31,0,593,5088630,0.00727111226400819,0.0522765598650927,0
"174","abandonment",1993,1,1,0,460826,66,0.00217001644872468,0.0151515151515152,0,27,22,0,624,5170361,0.00522207250132051,0.0352564102564103,0
"175","abandonment",1994,0,0,0,462952,68,0,0,0,27,21,0,645,5424220,0.00497767420937941,0.0325581395348837,0
"176","abandonment",1995,0,0,0,460327,60,0,0,0,25,22,0,600,5414433,0.00461728864315063,0.0366666666666667,0
"177","abandonment",1996,2,2,0,474983,61,0.00421067701370365,0.0327868852459016,0,25,21,0,631,5414388,0.00461732701830752,0.0332805071315372,0
"178","abandonment",1997,1,1,0,422701,54,0.00236573842976477,0.0185185185185185,0,28,22,0,620,5298755,0.0052842601705495,0.0354838709677419,0
"179","abandonment",1998,3,3,0,496499,70,0.00604230824231267,0.0428571428571429,0,19,14,0,657,5663788,0.00335464533630143,0.0213089802130898,0
"180","abandonment",1999,1,1,0,483828,66,0.00206685020296469,0.0151515151515152,0,34,25,0,634,5609154,0.00606152015081062,0.0394321766561514,0
"181","abandonment",2000,3,3,0,628301,74,0.00477478151395589,0.0405405405405405,0,17,15,0,667,5897962,0.00288235156482866,0.0224887556221889,0
"182","abandonment",2001,2,2,0,570869,71,0.0035034307345468,0.028169014084507,0,33,18,0,644,5900030,0.00559319189902424,0.0279503105590062,0
"183","abandonment",2002,1,1,0,518138,78,0.00192998776387758,0.0128205128205128,0,21,18,0,654,5471717,0.00383791778704929,0.0275229357798165,0
"184","abandonment",2003,2,2,0,480102,56,0.00416578143811107,0.0357142857142857,0,41,19,1,725,6464428,0.00634240183354196,0.0262068965517241,0.00137931034482759
"185","abandonment",2004,0,0,0,583026,63,0,0,0,23,18,0,663,6302167,0.00364953832546805,0.0271493212669683,0
"186","abandonment",2005,2,2,0,524163,65,0.00381560697721892,0.0307692307692308,0,24,17,0,714,6673373,0.00359638221930649,0.0238095238095238,0
"187","abandonment",2006,0,0,0,978999,114,0,0,0,32,26,0,788,7393250,0.00432827241064484,0.032994923857868,0
