word,decade,count,appear,topic,ps_articles,ps_words,t20_count,t20_appear,t20_topic,t20_articles,t20_words
applied,2010s,1300,659,7,1678,14295950,9233,3937,76,8647,84731684
applies,1980s,363,190,4,584,3177602,4362,2208,27,6430,46072214
applies,1990s,529,268,3,643,4529684,5510,2593,33,6242,52955592
applies,2000s,937,392,10,868,7141270,7508,3198,65,7266,67070891
applies,2010s,1597,772,6,1678,14295950,9379,4072,73,8647,84731684
apply,1980s,655,276,2,584,3177602,8523,3271,90,6430,46072214
apply,1990s,858,349,3,643,4529684,9402,3468,91,6242,52955592
apply,2000s,1436,530,15,868,7141270,12652,4325,151,7266,67070891
apply,2010s,2915,1021,28,1678,14295950,15779,5424,181,8647,84731684
approach,1980s,953,247,17,584,3177602,11765,3067,259,6430,46072214
approach,1990s,1111,320,18,643,4529684,16519,3457,409,6242,52955592
approach,2000s,1786,471,33,868,7141270,21443,4310,582,7266,67070891
approach,2010s,4747,989,120,1678,14295950,31685,5548,879,8647,84731684
appropriate,1980s,1048,316,17,584,3177602,11596,3631,178,6430,46072214
appropriate,1990s,1141,385,16,643,4529684,12218,3724,188,6242,52955592
appropriate,2000s,1721,509,37,868,7141270,14239,4213,240,7266,67070891
appropriate,2010s,3209,942,50,1678,14295950,16762,4859,262,8647,84731684
arbitrary,1980s,240,112,2,584,3177602,4027,1606,49,6430,46072214
arbitrary,1990s,479,149,6,643,4529684,4908,1786,59,6242,52955592
arbitrary,2000s,393,183,2,868,7141270,5827,2154,83,7266,67070891
arbitrary,2010s,1243,393,22,1678,14295950,7707,2515,124,8647,84731684
arent,1980s,105,53,2,584,3177602,762,449,3,6430,46072214
arent,1990s,260,113,3,643,4529684,1297,659,11,6242,52955592
arent,2000s,436,192,4,868,7141270,2197,993,21,7266,67070891
arent,2010s,1143,475,10,1678,14295950,4165,1670,53,8647,84731684
argue,1980s,1137,407,9,584,3177602,11500,4151,82,6430,46072214
argue,1990s,1677,483,23,643,4529684,15341,4478,196,6242,52955592
argue,2000s,3280,749,74,868,7141270,23596,5654,454,7266,67070891
argue,2010s,8342,1491,227,1678,14295950,37940,7307,957,8647,84731684
argued,1980s,752,336,3,584,3177602,9062,3673,48,6430,46072214
argued,1990s,1027,405,2,643,4529684,10337,3886,63,6242,52955592
argued,2000s,1757,603,9,868,7141270,13907,4845,106,7266,67070891
argued,2010s,3888,1282,28,1678,14295950,19770,6294,171,8647,84731684
argues,1980s,584,261,4,584,3177602,5764,2616,38,6430,46072214
argues,1990s,700,306,3,643,4529684,8141,3104,78,6242,52955592
argues,2000s,1366,499,11,868,7141270,10955,3959,117,7266,67070891
argues,2010s,3642,1171,45,1678,14295950,16772,5493,202,8647,84731684
arguing,1980s,246,145,2,584,3177602,2702,1699,6,6430,46072214
arguing,1990s,355,232,1,643,4529684,3364,2054,4,6242,52955592
arguing,2000s,570,331,1,868,7141270,4253,2456,6,7266,67070891
arguing,2010s,1324,712,0,1678,14295950,6020,3310,12,8647,84731684
argument,1980s,5296,484,174,584,3177602,51192,5175,1679,6430,46072214
argument,1990s,7304,539,225,643,4529684,63340,5235,1949,6242,52955592
argument,2000s,11056,768,335,868,7141270,85979,6278,2560,7266,67070891
argument,2010s,25008,1502,691,1678,14295950,106664,7567,3084,8647,84731684
arguments,1980s,1337,316,25,584,3177602,16501,3669,385,6430,46072214
arguments,1990s,1859,398,54,643,4529684,18969,3861,488,6242,52955592
arguments,2000s,3129,582,72,868,7141270,25431,4705,671,7266,67070891
arguments,2010s,7236,1208,205,1678,14295950,34653,5882,928,8647,84731684
arise,1980s,370,191,3,584,3177602,4742,2467,13,6430,46072214
arise,1990s,444,240,1,643,4529684,5108,2567,16,6242,52955592
arise,2000s,656,366,1,868,7141270,5906,2950,20,7266,67070891
arise,2010s,1246,635,4,1678,14295950,7351,3584,39,8647,84731684
arises,1980s,316,190,1,584,3177602,3844,2267,5,6430,46072214
arises,1990s,361,202,0,643,4529684,4266,2378,10,6242,52955592
arises,2000s,608,358,0,868,7141270,5147,2811,13,7266,67070891
arises,2010s,1103,597,1,1678,14295950,6215,3283,19,8647,84731684
aristotle,1980s,387,49,8,584,3177602,6958,907,128,6430,46072214
aristotle,1990s,405,69,9,643,4529684,6719,833,115,6242,52955592
aristotle,2000s,499,112,10,868,7141270,5356,837,101,7266,67070891
aristotle,2010s,567,136,11,1678,14295950,4824,799,85,8647,84731684
armstrong,1980s,136,37,2,584,3177602,1436,335,30,6430,46072214
armstrong,1990s,240,45,8,643,4529684,2137,391,48,6242,52955592
armstrong,2000s,497,113,10,868,7141270,3428,625,83,7266,67070891
armstrong,2010s,964,219,18,1678,14295950,3278,740,78,8647,84731684
around,1980s,238,151,0,584,3177602,3086,1812,6,6430,46072214
around,1990s,419,232,1,643,4529684,4438,2258,20,6242,52955592
around,2000s,627,344,3,868,7141270,6066,2919,31,7266,67070891
around,2010s,1413,700,6,1678,14295950,7683,3651,40,8647,84731684
art,1980s,448,40,7,584,3177602,5680,807,91,6430,46072214
art,1990s,134,60,2,643,4529684,4466,776,66,6242,52955592
art,2000s,318,94,7,868,7141270,3526,859,49,7266,67070891
art,2010s,1016,214,14,1678,14295950,6821,1143,111,8647,84731684
article,1980s,255,147,0,584,3177602,4432,1878,18,6430,46072214
article,1990s,281,154,1,643,4529684,5762,1991,58,6242,52955592
article,2000s,410,197,4,868,7141270,7352,2280,125,7266,67070891
article,2010s,1129,457,10,1678,14295950,15110,4074,227,8647,84731684
ascription,1980s,106,44,2,584,3177602,1265,492,19,6430,46072214
ascription,1990s,240,74,5,643,4529684,1880,581,42,6242,52955592
ascription,2000s,324,88,4,868,7141270,2076,588,49,7266,67070891
ascription,2010s,591,140,14,1678,14295950,2999,633,65,8647,84731684
ascriptions,1980s,162,49,3,584,3177602,1227,377,23,6430,46072214
ascriptions,1990s,358,75,10,643,4529684,2465,513,60,6242,52955592
ascriptions,2000s,610,106,15,868,7141270,3033,614,77,7266,67070891
ascriptions,2010s,1241,186,30,1678,14295950,4119,773,96,8647,84731684
ask,1980s,483,217,3,584,3177602,6288,2855,28,6430,46072214
ask,1990s,683,312,5,643,4529684,6558,2947,47,6242,52955592
ask,2000s,1029,450,5,868,7141270,7841,3456,41,7266,67070891
ask,2010s,2022,857,14,1678,14295950,9670,4198,67,8647,84731684
asked,1980s,215,115,1,584,3177602,2473,1489,7,6430,46072214
asked,1990s,286,171,1,643,4529684,2788,1540,13,6242,52955592
asked,2000s,422,241,1,868,7141270,3362,1762,23,7266,67070891
asked,2010s,1125,451,17,1678,14295950,5270,2281,65,8647,84731684
aspect,1980s,214,112,1,584,3177602,4492,1780,45,6430,46072214
aspect,1990s,388,171,3,643,4529684,4442,1948,31,6242,52955592
aspect,2000s,604,260,6,868,7141270,6198,2394,59,7266,67070891
aspect,2010s,1326,566,18,1678,14295950,7449,2940,83,8647,84731684
aspects,1980s,231,130,0,584,3177602,4976,2092,49,6430,46072214
aspects,1990s,411,185,4,643,4529684,5753,2341,58,6242,52955592
aspects,2000s,759,296,7,868,7141270,7418,2871,75,7266,67070891
aspects,2010s,1670,606,19,1678,14295950,9614,3451,112,8647,84731684
assent,1980s,158,37,5,584,3177602,1663,479,30,6430,46072214
assent,1990s,405,65,7,643,4529684,1736,475,28,6242,52955592
assent,2000s,279,64,4,868,7141270,1872,452,32,7266,67070891
assent,2010s,339,82,7,1678,14295950,1496,407,26,8647,84731684
assert,1980s,358,143,3,584,3177602,3333,1563,28,6430,46072214
assert,1990s,479,162,10,643,4529684,3830,1557,54,6242,52955592
assert,2000s,793,217,13,868,7141270,5232,1713,97,7266,67070891
assert,2010s,1164,345,27,1678,14295950,6109,1805,112,8647,84731684
asserting,1980s,207,96,1,584,3177602,2010,1052,14,6430,46072214
asserting,1990s,312,128,5,643,4529684,2244,1060,24,6242,52955592
asserting,2000s,440,155,6,868,7141270,2793,1169,42,7266,67070891
asserting,2010s,632,255,12,1678,14295950,3391,1247,63,8647,84731684
assertion,1980s,457,132,10,584,3177602,4666,1525,78,6430,46072214
assertion,1990s,636,147,9,643,4529684,5185,1469,90,6242,52955592
assertion,2000s,1325,191,22,868,7141270,8460,1657,147,7266,67070891
assertion,2010s,2987,351,53,1678,14295950,14829,1726,255,8647,84731684
assertions,1980s,161,64,2,584,3177602,1825,789,22,6430,46072214
assertions,1990s,262,73,5,643,4529684,2107,791,34,6242,52955592
assertions,2000s,434,106,9,868,7141270,3126,848,56,7266,67070891
assertions,2010s,1081,198,30,1678,14295950,4535,959,109,8647,84731684
assessment,1980s,98,63,0,584,3177602,2036,949,23,6430,46072214
assessment,1990s,212,83,2,643,4529684,1973,968,13,6242,52955592
assessment,2000s,418,153,5,868,7141270,3434,1277,47,7266,67070891
assessment,2010s,881,343,14,1678,14295950,4959,1866,72,8647,84731684
assign,1980s,158,79,0,584,3177602,2432,1104,23,6430,46072214
assign,1990s,257,132,2,643,4529684,2763,1274,25,6242,52955592
assign,2000s,437,147,7,868,7141270,3758,1497,44,7266,67070891
assign,2010s,695,290,6,1678,14295950,4963,1829,71,8647,84731684
assigned,1980s,171,89,0,584,3177602,3025,1206,51,6430,46072214
assigned,1990s,299,120,2,643,4529684,3037,1251,33,6242,52955592
assigned,2000s,316,142,3,868,7141270,3838,1444,46,7266,67070891
assigned,2010s,736,264,12,1678,14295950,4850,1739,72,8647,84731684
assignment,1980s,109,52,1,584,3177602,2242,677,47,6430,46072214
assignment,1990s,245,79,6,643,4529684,2629,733,53,6242,52955592
assignment,2000s,219,69,5,868,7141270,3346,900,70,7266,67070891
assignment,2010s,712,146,13,1678,14295950,4737,1017,111,8647,84731684
associated,1980s,438,184,5,584,3177602,5871,2190,85,6430,46072214
associated,1990s,625,213,7,643,4529684,7739,2467,142,6242,52955592
associated,2000s,1328,384,30,868,7141270,10700,3166,199,7266,67070891
associated,2010s,2393,725,39,1678,14295950,14804,4015,288,8647,84731684
assume,1980s,962,355,10,584,3177602,11033,3727,130,6430,46072214
assume,1990s,1252,434,7,643,4529684,13554,4019,218,6242,52955592
assume,2000s,2034,604,28,868,7141270,18438,4993,343,7266,67070891
assume,2010s,4476,1240,70,1678,14295950,24882,6279,516,8647,84731684
assumed,1980s,318,171,2,584,3177602,4587,2255,27,6430,46072214
assumed,1990s,401,229,0,643,4529684,4865,2394,17,6242,52955592
assumed,2000s,522,287,1,868,7141270,5879,2838,27,7266,67070891
assumed,2010s,1030,550,5,1678,14295950,7310,3398,44,8647,84731684
assuming,1980s,435,232,2,584,3177602,4464,2400,10,6430,46072214
assuming,1990s,608,299,2,643,4529684,5371,2679,17,6242,52955592
assuming,2000s,957,468,2,868,7141270,7338,3481,29,7266,67070891
assuming,2010s,2046,910,10,1678,14295950,10465,4447,70,8647,84731684
assumption,1980s,1053,319,16,584,3177602,12221,3427,229,6430,46072214
assumption,1990s,1326,391,22,643,4529684,14910,3747,310,6242,52955592
assumption,2000s,2175,535,49,868,7141270,18788,4572,417,7266,67070891
assumption,2010s,4501,1083,98,1678,14295950,24820,5681,581,8647,84731684
assumptions,1980s,506,175,7,584,3177602,6547,2076,97,6430,46072214
assumptions,1990s,510,215,3,643,4529684,7462,2363,125,6242,52955592
assumptions,2000s,756,298,9,868,7141270,9350,2894,146,7266,67070891
assumptions,2010s,2107,642,30,1678,14295950,13469,3650,280,8647,84731684
asymmetry,1980s,97,30,2,584,3177602,1347,417,25,6430,46072214
asymmetry,1990s,400,57,7,643,4529684,2520,570,52,6242,52955592
asymmetry,2000s,324,99,7,868,7141270,3078,807,61,7266,67070891
asymmetry,2010s,1122,235,24,1678,14295950,4547,1121,90,8647,84731684
atomic,1980s,194,45,4,584,3177602,3420,818,90,6430,46072214
atomic,1990s,246,68,4,643,4529684,3522,821,88,6242,52955592
atomic,2000s,322,86,5,868,7141270,4867,1037,117,7266,67070891
atomic,2010s,772,161,21,1678,14295950,5233,1115,125,8647,84731684
atoms,1980s,59,18,1,584,3177602,1450,437,31,6430,46072214
atoms,1990s,186,56,4,643,4529684,2552,556,63,6242,52955592
atoms,2000s,322,65,8,868,7141270,3647,788,89,7266,67070891
atoms,2010s,556,116,11,1678,14295950,4069,787,92,8647,84731684
attempt,1980s,694,298,4,584,3177602,8569,3471,57,6430,46072214
attempt,1990s,813,331,3,643,4529684,8915,3478,64,6242,52955592
attempt,2000s,1125,483,4,868,7141270,9119,3876,49,7266,67070891
attempt,2010s,2056,906,12,1678,14295950,10340,4503,48,8647,84731684
attempts,1980s,287,179,0,584,3177602,3982,2179,15,6430,46072214
attempts,1990s,347,215,1,643,4529684,4297,2290,8,6242,52955592
attempts,2000s,544,314,1,868,7141270,4880,2607,14,7266,67070891
attempts,2010s,1129,610,6,1678,14295950,6105,3141,27,8647,84731684
attend,1980s,87,34,2,584,3177602,787,510,4,6430,46072214
attend,1990s,91,53,1,643,4529684,880,552,4,6242,52955592
attend,2000s,334,98,6,868,7141270,1645,735,19,7266,67070891
attend,2010s,636,225,13,1678,14295950,2293,939,33,8647,84731684
attention,1980s,473,231,6,584,3177602,6338,2904,45,6430,46072214
attention,1990s,499,274,3,643,4529684,7003,2971,56,6242,52955592
attention,2000s,1363,430,21,868,7141270,10006,3635,116,7266,67070891
attention,2010s,3157,856,46,1678,14295950,15810,4653,182,8647,84731684
attitude,1980s,506,121,12,584,3177602,5478,1578,96,6430,46072214
attitude,1990s,893,178,26,643,4529684,6947,1692,163,6242,52955592
attitude,2000s,1300,276,29,868,7141270,9793,1986,225,7266,67070891
attitude,2010s,3865,586,91,1678,14295950,16773,2670,395,8647,84731684
attitudes,1980s,690,127,21,584,3177602,5936,1390,128,6430,46072214
attitudes,1990s,1021,187,29,643,4529684,7277,1534,186,6242,52955592
attitudes,2000s,1456,271,31,868,7141270,10569,1786,255,7266,67070891
attitudes,2010s,4780,626,116,1678,14295950,22081,2605,498,8647,84731684
attribute,1980s,388,127,6,584,3177602,3801,1334,61,6430,46072214
attribute,1990s,432,156,5,643,4529684,3336,1412,45,6242,52955592
attribute,2000s,526,214,6,868,7141270,3829,1502,47,7266,67070891
attribute,2010s,862,384,8,1678,14295950,4748,1844,63,8647,84731684
attribution,1980s,181,59,4,584,3177602,1397,550,25,6430,46072214
attribution,1990s,273,78,4,643,4529684,1810,643,28,6242,52955592
attribution,2000s,399,119,11,868,7141270,2055,800,37,7266,67070891
attribution,2010s,795,330,12,1678,14295950,3184,1235,52,8647,84731684
attributions,1980s,171,48,4,584,3177602,1009,347,19,6430,46072214
attributions,1990s,230,64,7,643,4529684,1245,461,24,6242,52955592
attributions,2000s,542,126,10,868,7141270,2198,625,44,7266,67070891
attributions,2010s,727,193,13,1678,14295950,2977,777,57,8647,84731684
audience,1980s,104,34,2,584,3177602,1171,415,22,6430,46072214
audience,1990s,195,80,4,643,4529684,1763,634,34,6242,52955592
audience,2000s,503,162,13,868,7141270,2931,955,54,7266,67070891
audience,2010s,982,315,19,1678,14295950,4160,1436,73,8647,84731684
author,1980s,171,55,4,584,3177602,2142,843,37,6430,46072214
author,1990s,307,77,6,643,4529684,2396,1095,28,6242,52955592
author,2000s,256,91,7,868,7141270,6907,1626,248,7266,67070891
author,2010s,598,196,8,1678,14295950,13171,2808,435,8647,84731684
authority,1980s,69,38,0,584,3177602,4103,788,67,6430,46072214
authority,1990s,229,78,3,643,4529684,4153,872,80,6242,52955592
authority,2000s,648,101,12,868,7141270,5592,977,123,7266,67070891
authority,2010s,1155,216,26,1678,14295950,7502,1204,153,8647,84731684
authors,1980s,137,66,2,584,3177602,2012,979,14,6430,46072214
authors,1990s,196,91,3,643,4529684,2491,1178,26,6242,52955592
authors,2000s,357,177,2,868,7141270,4130,1830,42,7266,67070891
authors,2010s,1357,528,7,1678,14295950,7924,3079,101,8647,84731684
autonomy,1980s,97,28,2,584,3177602,3903,584,71,6430,46072214
autonomy,1990s,179,53,3,643,4529684,5620,684,122,6242,52955592
autonomy,2000s,525,75,6,868,7141270,5863,722,107,7266,67070891
autonomy,2010s,901,167,17,1678,14295950,5584,848,132,8647,84731684
available,1980s,505,202,6,584,3177602,7400,2825,72,6430,46072214
available,1990s,977,313,15,643,4529684,9307,3246,125,6242,52955592
available,2000s,1592,502,29,868,7141270,12520,4000,182,7266,67070891
available,2010s,2982,1010,40,1678,14295950,16589,5123,249,8647,84731684
average,1980s,176,28,5,584,3177602,2171,560,45,6430,46072214
average,1990s,218,47,3,643,4529684,1914,562,38,6242,52955592
average,2000s,147,54,3,868,7141270,3553,799,74,7266,67070891
average,2010s,659,189,10,1678,14295950,4422,1203,102,8647,84731684
avoid,1980s,570,278,1,584,3177602,6453,3033,27,6430,46072214
avoid,1990s,746,345,3,643,4529684,7309,3161,48,6242,52955592
avoid,2000s,1395,505,11,868,7141270,9971,3941,87,7266,67070891
avoid,2010s,3118,1032,43,1678,14295950,14165,5053,151,8647,84731684
aware,1980s,474,159,10,584,3177602,4766,1955,58,6430,46072214
aware,1990s,606,187,7,643,4529684,5031,1979,55,6242,52955592
aware,2000s,1309,312,22,868,7141270,7301,2392,118,7266,67070891
aware,2010s,2794,641,51,1678,14295950,9612,2974,152,8647,84731684
awareness,1980s,437,76,12,584,3177602,3496,941,74,6430,46072214
awareness,1990s,334,69,9,643,4529684,3064,896,56,6242,52955592
awareness,2000s,1562,140,23,868,7141270,6096,1045,131,7266,67070891
awareness,2010s,2816,323,48,1678,14295950,8235,1368,161,8647,84731684
away,1980s,292,157,1,584,3177602,4057,2148,15,6430,46072214
away,1990s,428,226,3,643,4529684,4924,2417,30,6242,52955592
away,2000s,892,402,5,868,7141270,6927,3089,44,7266,67070891
away,2010s,1679,753,11,1678,14295950,8692,3859,64,8647,84731684
axiom,1980s,476,67,13,584,3177602,4024,703,105,6430,46072214
axiom,1990s,200,59,5,643,4529684,4773,735,124,6242,52955592
axiom,2000s,316,60,9,868,7141270,6241,879,168,7266,67070891
axiom,2010s,472,110,11,1678,14295950,6539,951,175,8647,84731684
axioms,1980s,444,77,16,584,3177602,4530,846,120,6430,46072214
axioms,1990s,339,58,7,643,4529684,5725,893,166,6242,52955592
axioms,2000s,296,63,8,868,7141270,7840,1062,234,7266,67070891
axioms,2010s,591,150,16,1678,14295950,8505,1259,237,8647,84731684
back,1980s,420,220,3,584,3177602,5609,2738,24,6430,46072214
back,1990s,560,283,3,643,4529684,6916,3098,42,6242,52955592
back,2000s,1078,453,9,868,7141270,8792,3778,63,7266,67070891
back,2010s,2012,876,16,1678,14295950,11089,4758,82,8647,84731684
background,1980s,323,119,5,584,3177602,4563,1600,71,6430,46072214
background,1990s,549,182,10,643,4529684,5988,1876,115,6242,52955592
background,2000s,941,277,17,868,7141270,8530,2489,155,7266,67070891
background,2010s,2258,591,48,1678,14295950,11204,3271,213,8647,84731684
bad,1980s,366,122,5,584,3177602,5207,1548,85,6430,46072214
bad,1990s,557,194,9,643,4529684,6195,1766,107,6242,52955592
bad,2000s,1438,336,28,868,7141270,10440,2361,212,7266,67070891
bad,2010s,3584,712,79,1678,14295950,14775,3253,298,8647,84731684
ball,1980s,126,32,4,584,3177602,1278,389,26,6430,46072214
ball,1990s,201,44,5,643,4529684,1598,410,38,6242,52955592
ball,2000s,450,70,13,868,7141270,2731,594,71,7266,67070891
ball,2010s,869,171,22,1678,14295950,4135,805,102,8647,84731684
bank,1980s,27,17,0,584,3177602,532,208,10,6430,46072214
bank,1990s,57,22,1,643,4529684,637,243,12,6242,52955592
bank,2000s,324,50,5,868,7141270,1425,348,26,7266,67070891
bank,2010s,669,96,14,1678,14295950,2943,467,63,8647,84731684
bare,1980s,61,42,0,584,3177602,1195,578,16,6430,46072214
bare,1990s,96,56,2,643,4529684,1647,652,23,6242,52955592
bare,2000s,321,96,3,868,7141270,3177,785,40,7266,67070891
bare,2010s,1246,180,17,1678,14295950,4219,895,62,8647,84731684
base,1980s,163,74,1,584,3177602,2366,1110,23,6430,46072214
base,1990s,363,104,9,643,4529684,3421,1250,61,6242,52955592
base,2000s,476,156,8,868,7141270,5156,1469,104,7266,67070891
base,2010s,1138,313,26,1678,14295950,6835,1821,155,8647,84731684
based,1980s,728,268,12,584,3177602,10566,3492,134,6430,46072214
based,1990s,1004,332,18,643,4529684,12187,3699,214,6242,52955592
